"kodeunit","kode","nmMenu","kdgrup","nmgrup","urut","norek","uraian","tampil",
"14","713","Rincian Biaya Produksi Per Budidaya","690","PENGIRIMAN UNTUK BARANG BAHAN","00067","69000","PENGIRIMAN KARET","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","690","PENGIRIMAN UNTUK BARANG BAHAN","00068","69001","PENGIRIMAN CPO","YA",
"14","713","Rincian Biaya Produksi Per Budidaya","690","PENGIRIMAN UNTUK BARANG BAHAN","00069","69002","PENGIRIMAN TEH","YA",
"14","715","Rincian Biaya Umum","400","GAJI/UPAH","00001","400010000","GAJI DAN TUNJANGAN PEGAWAI STAF","YA",
"14","715","Rincian Biaya Umum","400","GAJI/UPAH","00002","401010000","GAJI DAN TUNJANGAN PEGAWAI NON STAF","YA",
"14","715","Rincian Biaya Umum","400","GAJI/UPAH","00003","402010000","HONORARIUM","YA",
"14","715","Rincian Biaya Umum","403","BIAYA SOSIAL GOL IIIA-IVD","00001","403","BIAYA SOSIAL GOL IIIA-IVD","YA",
"14","715","Rincian Biaya Umum","404","BIAYA SOSIAL GOL IB-IID","00001","404","BIAYA SOSIAL GOL IB-IID","YA",
"14","715","Rincian Biaya Umum","405","BIAYA SOSIAL GOL IA","00001","405","BIAYA SOSIAL GOL IA","YA",
"14","715","Rincian Biaya Umum","406","BIAYA PERJALANAN DINAS & BIAYA TAMU","00001","406","BIAYA PERJALANAN DINAS & BIAYA TAMU","YA",
"14","715","Rincian Biaya Umum","407","BIAYA RISET & PERCOBAAN","00001","407","BIAYA RISET & PERCOBAAN","YA",
"14","715","Rincian Biaya Umum","410","BIAYA PEMELIHARAAN RUMAH","00001","410","BIAYA PEMELIHARAAN RUMAH","YA",
"14","715","Rincian Biaya Umum","411","BIAYA PEMELIHARAAN BANGUNAN PERUSAHAAN","00001","411","BIAYA PEMELIHARAAN BANGUNAN PERUSAHAAN","YA",
"14","715","Rincian Biaya Umum","412","BIAYA PEMELIHARAAN MESIN & INSTALASI","00001","412","BIAYA PEMELIHARAAN MESIN & INSTALASI","YA",
"14","715","Rincian Biaya Umum","413","BIAYA PEMELIHARAAN JALAN, JEMABATAN & SAL.AIR","00001","413","BIAYA PEMELIHARAAN JALAN, JEMABATAN & SAL.AIR","YA",
"14","715","Rincian Biaya Umum","414","BIAYA ALAT PERTANIAN & INVENTARIS KECIL","00001","414","BIAYA ALAT PERTANIAN & INVENTARIS KECIL","YA",
"14","715","Rincian Biaya Umum","420","IURAN & SUMBANGAN","00001","420","IURAN & SUMBANGAN","YA",
"14","715","Rincian Biaya Umum","421","PAJAK DAN RETRIBUSI","00001","421","PAJAK DAN RETRIBUSI","YA",
"14","715","Rincian Biaya Umum","422","ASURANSI","00001","422","ASURANSI","YA",
"14","715","Rincian Biaya Umum","423","BIAYA KEAMANAN","00001","423","BIAYA KEAMANAN","YA",
"14","715","Rincian Biaya Umum","424","BIAYA PENERANGAN","00001","424","BIAYA PENERANGAN","YA",
"14","715","Rincian Biaya Umum","425","BIAYA PERSEDIAAN AIR","00001","425","BIAYA PERSEDIAAN AIR","YA",
"14","715","Rincian Biaya Umum","426","BIAYA ATK DAN KOMUNIKASI","00001","426","BIAYA ATK DAN KOMUNIKASI","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04101","GAJI & TUNJANGAN","00001","041010100","GAJI","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04101","GAJI & TUNJANGAN","00002","041010200","TUNJANGAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04101","GAJI & TUNJANGAN","00003","041010900","LAIN-LAIN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04102","PENGOLAHAN TANAH","00001","041020100","SURVAI TANAH","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04102","PENGOLAHAN TANAH","00002","041020200","MEMBONGKAR/MEMBAKAR TUNGGUL","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04102","PENGOLAHAN TANAH","00003","041020300","PENGERJAAN TANAH/MERATAKAN TANAH","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04102","PENGOLAHAN TANAH","00004","041020800","ALAT-ALAT DAN PERLENGKAPAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04102","PENGOLAHAN TANAH","00005","041020900","LAIN-LAIN/EAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04103","PEMBUATAN/PEMELIHARAAN JALAN DAN SALURAN AIR","00001","041030100","PEMBUATAN DAN PEMELIHARAAN JALAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04103","PEMBUATAN/PEMELIHARAAN JALAN DAN SALURAN AIR","00002","041030200","PEMBUATAN DAN PEMELIHARAAN SALURAN AIR","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04103","PEMBUATAN/PEMELIHARAAN JALAN DAN SALURAN AIR","00003","041030300","PEMBUATAN DAN PEMELIHARAAN TERAS","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04103","PEMBUATAN/PEMELIHARAAN JALAN DAN SALURAN AIR","00004","041030800","ALAT-ALAT DAN PERLENGKAPAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04103","PEMBUATAN/PEMELIHARAAN JALAN DAN SALURAN AIR","00005","041030900","LAIN-LAIN/EAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04104","MENANAM","00001","041040100","MENGATUR JARAK DAN MENGGALI LOBANG","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04104","MENANAM","00002","041040200","BIBIT","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04104","MENANAM","00003","041040300","MENANAM DAN MENYISIP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04104","MENANAM","00004","041040800","ALAT-ALAT DAN PERLENGKAPAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04104","MENANAM","00005","041040900","LAIN-LAIN/EAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410501","MENYIANG MANUAL","00001","041050101","GACOK","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410501","MENYIANG MANUAL","00002","041050102","JOJO","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410501","MENYIANG MANUAL","00003","041050103","KORED","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410501","MENYIANG MANUAL","00004","041050104","BABAD","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410502","MENYIANG DENGAN KIMIA","00001","041050201","BIAYA MENYIANG DENGAN KIMIA","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00001","041060101","HELOPELTIS","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00002","041060102","EMPOASCA","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00003","041060103","MYTE","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00004","041060104","ULAT","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00005","041060105","KUMBANG","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00006","041060106","BELALANG","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00007","041060107","KUTU DAUN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00008","041060108","TIKUS","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00009","041060109","URET","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00010","041060110","RAYAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410601","PENGENDALIAN HAMA","00011","041060120","EAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00001","041060201","BLISTER BLIGHT","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00002","041060202","JAMUR AKAR","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00003","041060203","JAMUR UPAS","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00004","041060204","PENYAKIT DAUN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00005","041060205","PENYAKIT BIDANG SADAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00006","041060206","BROWN BAST","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00007","041060207","ANTHACNOSE","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00008","041060208","PENYAKIT TAJUK","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00009","041060209","PENYAKIT BUSUK DAUN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00010","041060210","PENYAKIT BUSUK PANGKAL","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0410602","PENGENDALIAN PENYAKIT","00011","041060220","EAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04107","PEMUPUKAN","00001","041070100","PEMUPUKAN AKAR","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04107","PEMUPUKAN","00002","041070200","PEMUPUKAN DAUN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04107","PEMUPUKAN","00003","041070300","PEMUPUKAN ORGANIK","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04107","PEMUPUKAN","00004","041070400","PEMUPUKAN AGENSI HAYATI","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04108","PANGKASAN/POHON PELINDUNG","00006","041080101","POHON PELINDUNG","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04108","PANGKASAN/POHON PELINDUNG","00007","041080200","BARANG BAHAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04108","PANGKASAN/POHON PELINDUNG","00008","041080300","ALAT DAN PERLENGKAPAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04109","PEKERJAAN LAIN-LAIN","00001","041090100","MEMBUANG LUMUT","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04109","PEKERJAAN LAIN-LAIN","00002","041090200","PENYERBUKAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04109","PEKERJAAN LAIN-LAIN","00003","041090300","ALAT-ALAT DAN PERLENGKAPAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","04110","BIAYA KREDIT","00001","04110","BIAYA KREDIT INVESTASI","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00001","041190001","CUTI TAHUNAN/PANJANG","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00002","041190002","PAKAIAN KERJA","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00003","041190003","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00004","041190004","JAMSOSTEK","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00005","041190005","DAPENBUN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00006","041190006","DETASERING","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00007","041190007","TUNJANGAN PPH","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00008","041190008","TUNJANGAN TRANSPORT","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00009","041190009","TUNJANGAN KOMUNIKASI","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00010","041190010","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00011","041190011","TUNJANGAN TETAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00012","041190012","TUNJANGAN STRUKTURAL","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00013","041190012","TUNJANGAN JABATAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00014","041190014","TUNJANGAN KHUSUS","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411900","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IIIA - IVD","00015","041190015","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00001","041190101","CUTI TAHUNAN/PANJANG","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00002","041190102","PAKAIAN KERJA","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00003","041190103","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00004","041190104","JAMSOSTEK","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00005","041190105","DAPENBUN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00006","041190106","DETASERING","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00007","041190107","TUNJANGAN PPH","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00008","041190108","TUNJANGAN TRANSPORT","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00009","041190109","TUNJANGAN KOMUNIKASI","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00010","041190110","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00011","041190111","TUNJANGAN TETAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00012","041190112","TUNJANGAN STRUKTURAL","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00013","041190113","TUNJANGAN JABATAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00014","041190114","TUNJANGAN KHUSUS","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411901","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IB -IID","00015","041190115","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00001","041190201","CUTI TAHUNAN/PANJANG","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00002","041190202","PAKAIAN KERJA","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00003","041190203","ASURANSI KECELAKAAN DIRI/MOLES","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00004","041190204","JAMSOSTEK","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00005","041190205","DAPENBUN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00006","041190206","DETASERING","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00007","041190207","TUNJANGAN PPH","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00008","041190208","TUNJANGAN TRANSPORT","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00009","041190209","TUNJANGAN KOMUNIKASI","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00010","041190210","TUNJANGAN BBM/SEPEDA MOTOR","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00011","041190211","TUNJANGAN TETAP","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00012","041190212","TUNJANGAN STRUKTURAL","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00013","041190213","TUNJANGAN JABATAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00014","041190214","TUNJANGAN KHUSUS","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","0411902","TUNJ.DAN BIAYA SOSIAL KARY.GOL.IA","00015","041190215","TUNJANGAN HARI RAYA KEAGAMAAN","YA",
"14","717","Biaya Tanaman Tahun Ini (TTI)","041200000","PEMINDAHBUKUAN/PENUTUP","00001","041200000","REKENING PEMINDAHBUKUAN/PENUTUP","YA",
"14","718","Biaya Tanaman Tahun Akan Datang (TTAD)","04001","GAJI & TUNJANGAN SOSIAL PEGAWAI NON STAF","00001","0400101","Gaji","YA",
"14","718","Biaya Tanaman Tahun Akan Datang (TTAD)","04001","GAJI & TUNJANGAN SOSIAL PEGAWAI NON STAF","00002","0400102","Tunjangan","YA",
"14","718","Biaya Tanaman Tahun Akan Datang (TTAD)","04001","GAJI & TUNJANGAN SOSIAL PEGAWAI NON STAF","00003","0400103","Premi/Lembur","YA",
"14","718","Biaya Tanaman Tahun Akan Datang (TTAD)","04001","GAJI & TUNJANGAN SOSIAL PEGAWAI NON STAF","00004","0400119","Lain-lain","YA",
"14","718","Biaya Tanaman Tahun Akan Datang (TTAD)","04002","PENGERJAAN TANAH","00001","0400201","Ganti Rugi Atas Tanah","YA",
"14","718","Biaya Tanaman Tahun Akan Datang (TTAD)","04002","PENGERJAAN TANAH","00002","0400202","Peneyelidikan Tanah","YA",
"14","718","Biaya Tanaman Tahun Akan Datang (TTAD)","04002","PENGERJAAN TANAH","00003","0400203","Pembongkaran & Membakar Tunggul","YA",
"14","718","Biaya Tanaman Tahun Akan Datang (TTAD)","04002","PENGERJAAN TANAH","00004","0400204","Pengerjaan Tanah","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000172","-","PEMEL.MESIN/PERALATAN STASIUN BOILER","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000173","604022201","- Pemeliharaan Boiler","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000174","604022202","- Pemeliharaan Fuel Conveyor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000175","604022203","- Pemeliharaan Fuel Scrapper","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000176","604022204","- Pemeliharaan Fuel Distributing Conveyor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000177","604022205","- Pemeliharaan Fuel Over Flow Conveyor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000178","604022206","- Pemeliharaan Demineralizer Plant","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000179","604022207","- Pemeliharaan Tangki Air Umpan","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00018","604020406","- Pemeliharaan GLS + Feeding Conveyor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000180","604022208","- Pemeliharaan Tangki Deaerator","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000181","604022209","- Pemeliharaan Dosing Pump","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000182","604022210","- Pemeliharaan Feeding Pump","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000183","604022229","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000184","-","PEMEL.MESIN/PERALATAN POWER STASIUN","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000185","604022301","- Pemeliharaan Turbin Generator","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000186","604022302","- Pemeliharaan Diesel Genset","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000187","604022303","- Pemeliharaan Back Pressure Valve","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000188","604022304","- Pemeliharaan Electrical Panel","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000189","604022305","- Pemeliharaan Diesel Fuel Tank & Instalasi","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00019","604020407","- Pemeliharaan BLC + Feeding Conveyor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000190","604022309","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000191","-","PEMEL.MESIN/PERALATAN POWER STASIUN","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000192","604022401","- Pemeliharaan Pompa Air Sungai","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000193","604022402","- Pemeliharaan Dosing Pump","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000194","604022403","- Pemeliharaan Water Clarifier","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000195","604022404","- Pemeliharaan Bak Penahan (Sedimentasi)","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000196","604022405","- Pemeliharaan Sand Filter","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000197","604022406","- Pemeliharaan Water Tower","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000198","604022407","- Pemeliharaan Water Tower Pump","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000199","604022408","- Pemeliharaan Sand Filter Pump","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","00020","604020408","- Pemeliharaan Mesin CTC + Feeding Conveyor","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000200","604022409","- Pemeliharaan Lain Lain","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000201","-","PEMEL. MESIN PABRIK KAKAO","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000202","-","PEMEL.MESIN/PERALATAN PENGOLAHAN KAKAO","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000203","604022501","- Pemeliharaan Bak Pencucian","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000204","604022502","- Pemeliharaan Blower","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000205","604022503","- Pemeliharaan Dryer","YA",
"14","731","PEMELIHARAAN PABRIK PER BUDIDAYA","60402","PEMEL. MESIN PABRIK","000206","604022504","- Pemeliharaan Sortasi","YA",
